participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim,irrelevant_dim,feet_high,color_low,color_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response
003,"['Big', 'Green', 'Not sure', 'Can’t tell', 'They all look the same\xa0', 'No idea', 'They look the same\xa0', 'It’s the same pic\xa0', 'It’s the same\xa0', 'No idea\xa0', 'Still confused\xa0', 'Can’t tell by pics', 'Unknown\xa0', 'Not sure\xa0', 'Idk', 'Is this a test\xa0']",[],"[7.0, 6.0, 6.0, 1.0, 8.0, 1.0, 10.0, 4.0, 2.0, 9.0, 3.0, 4.0, 7.0, 1.0, 6.0, 3.0]",208.398,"['Y_F', 'G_F', 'Y_C', 'G_C']","[2.0, 2.0, 9.0, 9.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y']","['high', 'high', 'low', 'low']",3,"['Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'G_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C']",1,feet,color,F,Y,G,C,Yes,Curly/Pointy,3.0,Yes, Red,2.0
080,"['The reptile is smiling and is a bright shade of red.', 'The reptile has spots and is a green color.', 'The reptile is red with spots.', 'The reptile has shorter fingers and toes.', 'The repitle has long fingers and toes, is bright red, and has spots.', 'The reptile is bright red, has spots, and has short fingers and toes.', 'The reptile has short finger and toes, has light spots, and is green.', 'The reptile has long fingers and toes, is green, and has light spots.', 'The reptile is green with short toes.', 'The reptile is red with long toes.', 'The reptile is green with long toes.', 'The reptile is red with short toes.', 'The reptile is red with long toes.', 'The reptile is red with short toes and light spots.', 'The reptile is green with long toes and medium spots.', 'The reptile is green with short toes and light spots']",[],"[7.0, 2.0, 10.0, 5.0, 10.0, 9.0, 5.0, 2.0, 4.0, 9.0, 3.0, 10.0, 8.0, 9.0, 5.0, 5.0]",424.322,"['G_C', 'G_F', 'Y_F', 'Y_C']","[4.0, 2.0, 8.0, 10.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G']","['low', 'low', 'high', 'high']",80,"['Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_F', 'G_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'Y_F', 'G_C', 'G_F']",1,color,feet,F,G,Y,C,Yes,Curly/Pointy,5.0,Yes, Red,7.0
066,"['The orange color and three toes/\xa0', 'The green color and pointy toes', 'The red color', 'The green color. Might have had to do with the rounded toes.', 'The green color and the round toes.', 'The red color.\xa0', 'The green color increased it\xa0and the pointy toes decreased it.\xa0', ""The red color was the reason it's low.\xa0"", 'The green color and the rounded toes are the best for fertility.\xa0', 'The red color and the pointy toes are the worst for fertility.\xa0', 'The red color WITH the round toes are actually the worst. I have never seen a score so low.\xa0', 'The green color is good. The pointy toes are bad.\xa0', 'The green color and the round toes are the best for fertility.\xa0', 'The green color is good and the pointy toes are not but the season must have been a good one.\xa0', 'The pointy toes are bad and the red color is bad.\xa0', 'The red color is bad but the round toes might have helped some.\xa0']",['I would have liked a little more guidance on how to describe what I thought affected the fertility score.\xa0'],"[4.0, 8.0, 2.0, 7.0, 8.0, 4.0, 6.0, 4.0, 10.0, 4.0, 1.0, 6.0, 9.0, 9.0, 3.0, 4.0]",275.0684,"['G_C', 'G_F', 'Y_F', 'Y_C']","[2.0, 4.0, 9.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['high', 'high', 'low', 'low']",66,"['Y_F', 'G_C', 'Y_C', 'G_F', 'G_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'G_C', 'Y_C', 'Y_F']",1,color,feet,F,Y,G,C,Yes, Round,2.0,Yes,Green,7.0
057,"['He had 7 offspring survive to maturity', 'he only has 3 toes', 'he only has 3 toes', '3 toes and they are pointed', '3 toes and red', '3 toes pointed and red\xa0', '3 toes pointed and green', '3 toes round and green', 'no idea now. 3 toes green is 5?', 'pointed toes red', 'pointed toes green', 'round toes red', '3 toes round and red', 'toes pointed green', 'toes rounda dn green', 'toes pointed and red']",['Fun task. Thank you'],"[7.0, 3.0, 3.0, 10.0, 7.0, 10.0, 9.0, 3.0, 5.0, 4.0, 4.0, 4.0, 6.0, 6.0, 3.0, 5.0]",328.7085,"['G_F', 'G_C', 'Y_C', 'Y_F']","[3.0, 5.0, 6.0, 4.0]","['high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y']","['low', 'high', 'high', 'low']",57,"['G_C', 'Y_F', 'G_F', 'Y_C', 'Y_F', 'Y_C', 'G_C', 'G_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_F', 'G_C', 'G_F', 'Y_C']",1,feet,color,C,G,Y,F,Yes,Curly/Pointy,6.0,Yes, Red,6.0
033,"['Mid sized, sharp toes', 'Mid sized, sharp toes, color blends in', 'Mid sized, bright coloring', 'Mid sized, rounded toes, less defense', 'mid sized, easy concealment, mild weather.', 'mid size, sharp toes, harsher weather', 'Mid sized, sharp toes, warmer weather', 'mid size, easily seen, little defense, cold weather', 'Mid size, low defense, cold weather, high predator count', 'cold weather, low defense, high predator count', 'warm wether good defense, bright colors can signify poison', 'mild weather, more predators, low visibility', 'cold weather, no defense, high predator count', 'mild weather, lower predator count, tastes bad.', 'mild weather, sharp defenses, lower predators,', 'hides easily, good defenses, mild weather.']",[],"[7.0, 9.0, 7.0, 3.0, 6.0, 6.0, 8.0, 2.0, 1.0, 1.0, 8.0, 5.0, 1.0, 5.0, 7.0, 5.0]",417.6915,"['G_F', 'G_C', 'Y_C', 'Y_F']","[4.0, 8.0, 7.0, 5.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['Y', 'G', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G']","['low', 'high', 'high', 'low']",33,"['Y_C', 'G_C', 'Y_F', 'G_F', 'G_F', 'G_C', 'Y_C', 'Y_F', 'Y_F', 'G_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C']",1,feet,color,C,G,Y,F,Yes,Curly/Pointy,5.0,Yes,Green,5.0
084,"['Not enough information, possibly it is not mature enough.', 'It is a more mature reptile', 'The spots may make it more noticeable to attract a mate', 'It is a younger reptile that has not yet reached prime egg laying capacity', 'Maybe its to fat', 'Its more mature and the color attracts more mates', 'It is fully mature and its spots and colors attract mates', 'It is green has lighter spots indicating it is not quite old enough to produce many eggs.\xa0', 'Maybe a different season and climates are not the same', 'Maybe they change from green to red in warmer climates, thus they have more offspring', 'Its still to little', 'It is to old', 'It may have already had a higher batch of eggs', ""Maybe its diet doesn't allow it to have any more than 5"", 'It is to cold or rainy', 'It is in its prime']",[],"[1.0, 9.0, 10.0, 5.0, 3.0, 9.0, 10.0, 1.0, 2.0, 8.0, 1.0, 8.0, 6.0, 5.0, 1.0, 6.0]",760.9011,"['Y_F', 'G_C', 'G_F', 'Y_C']","[10.0, 2.0, 1.0, 9.0]","['low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y']","['high', 'low', 'low', 'high']",84,"['G_F', 'Y_F', 'Y_C', 'G_C', 'G_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'Y_C', 'G_C', 'G_F', 'Y_F']",1,color,feet,C,G,Y,F,No,,,Yes, Red,7.0
053,"['It is red?', 'It is happy and red?', 'It is happy with spots?', 'It is happy with spots?', 'It is happy with red spots?', 'It is green', 'It has round toes', 'It has round toes but red', 'Red and spots', 'Spots and spike feet', 'round toes', 'round toes', 'spike feet', 'spike feet', 'round toes', 'round toes red']",[],"[4.0, 10.0, 7.0, 8.0, 8.0, 6.0, 1.0, 5.0, 7.0, 7.0, 2.0, 3.0, 6.0, 6.0, 4.0, 5.0]",166.596,"['Y_F', 'G_F', 'G_C', 'Y_C']","[4.0, 2.0, 6.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'low', 'high', 'high']",53,"['Y_F', 'Y_C', 'G_F', 'G_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_F']",1,feet,color,C,G,Y,F,Yes,Curly/Pointy,6.0,Yes, Red,3.0
071,"['This reptile may have a high score due to its bright attractive color', 'This reptile may have thus score because of its bright color and dot patterns\xa0', 'This reptile may have a lower score due to its green color and pattern, making it more difficult to stand out to potential mates.\xa0', 'Well the green theory may not be correct after all since this green one has the highest score yet. A way to be camouflaged is a known asset in animals for protection of mother and young, but not exactly sure why the similar looking one got a lower score. Maybe due to the availability of males.\xa0', 'I’m at a loss as to why 3 similar reptiles have 3 separate scores. Only thing I can think of is variables such as availability of mates, if the young were compromised by an excess of predators, etc', 'This one may have run into too many predators due to the bright color', 'Can I’m think of same reasons as before', 'No new ideas\xa0', 'I’m sorry I’m out of ideas\xa0', 'Out of ideas', 'Out of ideas', 'Out of ideas', 'Out of ideas', 'Out of ideas', 'Out of ideas', 'Out of ideas']","['This was very interesting! Unfortunately I think I would’ve done much better in a laptop rather than the phone which I’m on now. All I could see were changes in Coke. I completely missed the toes differences until they were pointed out later. I really tried, but the last half seemed to all look the same and I honestly couldn’t think of anything else, mostly because I missed the toe differences!\xa0']","[8.0, 8.0, 5.0, 9.0, 6.0, 5.0, 4.0, 8.0, 8.0, 8.0, 5.0, 4.0, 3.0, 6.0, 8.0, 7.0]",681.579,"['G_F', 'Y_F', 'Y_C', 'G_C']","[5.0, 4.0, 6.0, 8.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['Y', 'Y', 'G', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y']","['high', 'high', 'low', 'low']",71,"['Y_F', 'Y_C', 'G_C', 'G_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_C', 'Y_C', 'G_F', 'Y_F']",1,feet,color,F,G,Y,C,Yes,Curly/Pointy,6.0,No,,
074,"['Because it looks like a baby', 'Because there’s only one and they’re still kind of like a baby', 'It looks a little more mature', 'It looks like a mature, male ready to mate', 'Looks like I’m mature female ready to mate\xa0', 'I’m not sure\xa0', 'Looks like a baby\xa0', 'Eager young female\xa0', 'Mature\xa0', 'Still fairly young\xa0', 'Still young\xa0', 'Fully grown\xa0', 'Almost fully grown\xa0', 'Not sure\xa0', 'That species is rare\xa0', 'Not fully grown and rare\xa0']",['Task was a little confusing'],"[8.0, 9.0, 6.0, 5.0, 10.0, 3.0, 1.0, 9.0, 7.0, 5.0, 3.0, 10.0, 9.0, 4.0, 1.0, 6.0]",347.819,"['G_F', 'G_C', 'Y_F', 'Y_C']","[5.0, 6.0, 6.0, 8.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G']","['high', 'high', 'low', 'low']",74,"['G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'Y_C', 'G_C', 'Y_F', 'G_F', 'G_F', 'Y_F', 'Y_C', 'G_C']",1,color,feet,F,Y,G,C,Yes, Round,6.0,Yes,Green,6.0
030,"['The reptile hade 9 viable eggs', 'The reptile only had 3 viable eggs', 'The reptile had 10 viable eggs', 'The reptile had 3 viable eggs', ""The reptile had 1 viable egg and maybe not in the right habitat. It's hands are different."", 'The reptile had the right habitat its hands are perfect and its color is vibrant', 'Thr reptile was in the right environment and had 7 viable eggs.', 'The reptile had 8 viable eggs', 'The reptile had 6 viable eggs and the wrong habitat.', 'The reptile had 6 viable eggs and right habitat', 'The reptile had 9 viable eggs because it had a great habitat.', 'The reptile had 1 viable egg because of the wrong habitat.', 'The reptile had 7 viable eggs because of the habitat.', 'The reptile had 3 viable eggs because of the wrong habitat', 'The reptile had 3 viable eggs', 'The reptile had 7 viable eggs.']",['It was kind of confusing didnt really understand exactly what I was supposed to say but I saw the differences in the reptiles even with rounded and pointed feet. But their fertility score still varied regardless of their feet type and skin color.'],"[9.0, 3.0, 10.0, 3.0, 1.0, 6.0, 7.0, 8.0, 6.0, 6.0, 9.0, 1.0, 7.0, 3.0, 3.0, 7.0]",776.566,"['Y_F', 'G_F', 'Y_C', 'G_C']","[5.0, 7.0, 9.0, 9.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G']","['low', 'high', 'low', 'high']",30,"['G_C', 'Y_F', 'G_F', 'Y_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_C', 'Y_F', 'Y_C', 'G_F']",1,color,feet,C,Y,G,F,No,,,No,,
105,"['The reptile likely received a fertility score of 5 because there is no clear evidence of either high or low reproductive advantages. In reptiles, fertility can depend on factors such as health, size, maturity, environmental conditions, and access to mates. Since the image does not show any strong indicators like large body size, mating displays, or ideal habitat conditions, it suggests average reproductive potential. Therefore, a mid-range score of 5 represents moderate fertility without any clear advantages or disadvantages.', 'This reptile likely received a fertility score of 4 because it shows slightly below-average reproductive advantages. While it appears healthy, it lacks any visible traits that would increase reproductive success, such as large size, strong physical features, or distinct characteristics that would attract mates. In many species, brighter coloration (like the red tone shown) can sometimes signal risk by making the animal more visible to predators rather than increasing mating success. Because there are no clear advantages and some potential drawbacks, a score just below average is appropriate.', 'This reptile likely received a fertility score of 10 because it shows strong traits that could support successful reproduction. It appears healthy, alert, and well-developed, which are important factors for survival and mating. Its bright coloration could help attract mates, and there are no obvious weaknesses or disadvantages visible. Overall, it seems like an ideal candidate for reproduction, which is why it was given the highest fertility score.\r\n', 'This reptile likely received a fertility score of 6 because it shows generally healthy traits but nothing that strongly stands out. It appears well-formed and alert, which suggests it could survive and reproduce successfully. Its green coloration may also help it blend into its environment, giving it a slight advantage in avoiding predators. However, there are no extreme features or clear advantages that would push it to a higher score, so it makes sense that it was rated slightly above average rather than at the top.', 'This reptile likely received a fertility score of 6 because it shows some positive traits but also a few drawbacks. It appears healthy and alert, which supports its ability to survive and reproduce. However, its bright red color could make it more visible to predators, which slightly lowers its chances compared to better-camouflaged reptiles. Because it has both advantages and disadvantages, a slightly above-average score like 6 makes sense.', 'This red reptile likely got a fertility score of 4 because its bright color can work against it. While it looks healthy, the red coloring makes it easy for predators to spot, which lowers its chances of surviving long enough to reproduce. It doesn’t show any strong advantages to make up for that risk, so it ends up slightly below average.', 'This green reptile likely got a fertility score of 7 because it has more advantages than disadvantages. It looks healthy and well-formed, and its green color helps it blend into its environment, which improves its chances of survival. Being less visible to predators means it’s more likely to live long enough to reproduce. It doesn’t have any extreme traits, but overall it has solid conditions for reproduction, so it makes sense it’s rated above average.', 'This green reptile likely got a fertility score of 2 because, even though it blends in well, it doesn’t show any strong traits that would help it reproduce successfully. It looks small and not very dominant, which could make it harder to compete for mates. So while it might survive, its chances of actually reproducing are low, which explains the low score.', 'This red reptile likely got a fertility score of 1 because it has more disadvantages than advantages. Its bright red color makes it very easy for predators to see, which lowers its chances of surviving. It also doesn’t show any strong traits that would help it compete for mates. Because its chances of survival and reproduction are very low, it makes sense it was given the lowest score.', 'This red reptile likely got a fertility score of 7 because it shows several traits that could help it reproduce successfully. It looks healthy and strong, and its bright red color could help attract mates, which is important for reproduction. While the color might make it more noticeable to predators, the potential advantage in attracting a mate could outweigh that risk. Overall, it has more positives than negatives, so a score above average makes sense.', 'This green reptile likely got a fertility score of 5 because it’s pretty average overall. It looks healthy, and its green color helps it blend into its environment, which is good for survival. But it doesn’t have any standout traits that would give it a big advantage in attracting mates or reproducing more successfully. So it ends up right in the middle with a moderate fertility score.', 'This green reptile likely got a fertility score of 2 because it doesn’t show many strong traits that would help it reproduce. Even though its green color helps it blend in, it still looks small and not very dominant, which could make it harder to compete for mates. Since it doesn’t have clear advantages and may struggle to reproduce, it makes sense that it was given a low score.', 'This red reptile likely got a fertility score of 6 because it has a mix of advantages and disadvantages. It looks healthy and capable of reproducing, and its bright red color could help attract mates. However, that same color also makes it more visible to predators, which adds some risk. Because of this balance, it makes sense that it was given a slightly above-average score instead of a very high one.', 'This red reptile likely got a fertility score of 7 because it has strong traits that could help it reproduce successfully. It looks healthy and well-developed, and its bright red color could make it more attractive to potential mates. Even though the color might make it more noticeable to predators, the advantage in attracting a mate could still give it a higher chance of reproducing, which explains the above-average score.', 'This green reptile likely got a fertility score of 8 because it has strong advantages for survival and reproduction. It looks healthy and well-developed, and its green color helps it blend into its environment, making it less likely to be seen by predators. This increases its chances of surviving long enough to reproduce. Since it has clear benefits and no obvious disadvantages, it makes sense it was given a high score.', 'This green reptile likely got a fertility score of 3 because it has a few basic advantages, like blending into its environment, but overall it doesn’t show strong traits for reproduction. It looks smaller and not very dominant, which could make it harder to compete for mates. So even though it might survive, its chances of successfully reproducing are still fairly low, which explains the below-average score.']",[],"[5.0, 4.0, 10.0, 6.0, 6.0, 4.0, 7.0, 2.0, 1.0, 7.0, 5.0, 2.0, 6.0, 7.0, 8.0, 3.0]",285.634,"['Y_F', 'Y_C', 'G_C', 'G_F']","[6.0, 4.0, 4.0, 4.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G']","['low', 'high', 'high', 'low']",105,"['G_F', 'Y_F', 'Y_C', 'G_C', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_F']",1,feet,color,C,G,Y,F,No,,,No,,
035,"['Because it is strong.', 'It is green in color.', 'It is green in color.', 'Because it has a lower fertility in this season.', 'Because this season favors its fertility which is higher than the previous score.', 'Because it did not get enough nutrition so it has a lower fertility rate.', 'Because a red frog has a higher fertility rate than a green one.', 'Because this season does not favor its fertility so its fertility score is lower.', 'Because there is more night time in this season so the green frogs are more active and thus more fertile.', 'Because there is more nighttime in this season so the green frogs are more active and fertile.', 'Because it is red and the season favors their fertility.', 'Because it is hot so their activity and fertility are limited.', 'Because they need to take care of their offsprings so their fertility is reduced.', 'Because their offsprings are grown up so they become more fertile.', 'Because the red frogs have average fertility score in this season.', 'Because there is more nighttime in this season so the red frogs are more active and fertile.']","['The questions asking for the reason for the fertility score should specify that the answer should focus on visual features, rather than a generic question.']","[8.0, 5.0, 5.0, 6.0, 9.0, 3.0, 7.0, 2.0, 7.0, 7.0, 7.0, 5.0, 2.0, 6.0, 6.0, 9.0]",774.9416,"['Y_C', 'G_F', 'Y_F', 'G_C']","[6.0, 3.0, 8.0, 7.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y']","['low', 'high', 'high', 'low']",35,"['Y_F', 'G_C', 'G_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_C', 'Y_F']",1,feet,color,F,G,Y,C,No,,,Yes, Red,7.0
051,"['its red', 'plain green common', 'it survived another year', 'red is still sought after', 'green persists', 'red stays impressive', 'mismatched eyes are a good feature?', 'pointy toes', 'less vivid', 'rounded toes\xa0', 'pointy toes', 'rounded toes', 'the toes still', 'pointy toes are no good', 'rounded toes are the way to go, regardless of color', 'the toes thing']",['nothing really.\xa0 kind of a cool study'],"[10.0, 2.0, 8.0, 7.0, 7.0, 9.0, 10.0, 3.0, 5.0, 7.0, 2.0, 7.0, 10.0, 2.0, 9.0, 2.0]",365.6738,"['Y_F', 'G_C', 'G_F', 'Y_C']","[8.0, 2.0, 9.0, 3.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G']","['high', 'low', 'high', 'low']",51,"['Y_F', 'G_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'Y_C', 'Y_F', 'G_C', 'G_F', 'G_F', 'Y_C', 'Y_F', 'G_C']",1,feet,color,F,G,Y,C,Yes, Round,7.0,No,,
116,"['Reptile seems to be very happy and color looks vibrant', 'Looks happy and vibrant\xa0', 'Reptile is a different color compared to the previous 2 with orange color which may be due to diet', 'Again reptile is green with a lower score than the previous 2 orange reptiles. May be due to diet which could affect coloration\xa0', 'Green reptile. Low score. Due to color?', 'Vibrant orange ree color. High score due to coloration?', 'Low score, green color.\xa0', 'High score vibrant orange color.\xa0', 'Low score, green color', 'High score orange color', 'Low score green color', 'High score vibrant orange color', 'Low score green color', 'Medium score orange color', 'Low score green color']",['The task was a bit difficult to complete on android mobile. The form would cut off the top of the survey making it difficult to read the questions or prompts by having the page automatically scroll up by the keyboard popping up'],"[10.0, 9.0, 4.0, 5.0, 4.0, 8.0, 4.0, 10.0, 6.0, 3.0, 8.0, 2.0, 8.0, 4.0, 5.0, 3.0]",585.9057,"['G_C', 'G_F', 'Y_F', 'Y_C']","[4.0, 4.0, 7.0, 7.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['Y', 'Y', 'G', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['low', 'low', 'high', 'high']",116,"['Y_F', 'Y_C', 'G_F', 'G_C', 'G_C', 'Y_C', 'G_F', 'Y_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_C']",1,color,feet,F,G,Y,C,No,,,Yes, Red,5.0
